"CASE_ID","CASE_PARTICIPANT_ID","DISPOSITION_DATE","ARREST_DATE","RESULT"
167861797216,106365732240,2016-04-21,2010-01-11,"Not Guilty"
168401119937,100756991250,2012-02-02,2008-03-24,"Not Guilty"
168500004371,106573736827,2013-02-28,2010-01-15,"Not Guilty"
168656175716,106993827222,2012-05-25,2010-01-18,"Not Guilty"
168656175716,106993873078,2013-09-23,2010-01-18,"Not Guilty"
168714391604,100976459935,2014-02-10,2008-03-27,"Not Guilty"
169063790152,103630398541,2011-07-19,2010-02-08,"Not Guilty"
169205717184,103725504695,2011-06-15,2010-02-18,"Not Guilty"
169205717184,103725550551,2011-06-15,2009-08-04,"Not Guilty"
169708603366,103793051158,2012-06-25,2010-02-22,"Not Guilty"
169833808813,104017380621,2014-04-01,2010-03-16,"Not Guilty"
169833808813,104017426477,2014-04-01,2010-03-18,"Not Guilty"
169833808813,104017472334,2014-04-01,2010-03-24,"Not Guilty"
169834118472,104079882881,2013-09-13,2010-03-20,"Not Guilty"
194954067716,113098642645,2012-03-21,1987-10-15,"Not Guilty"
218133487359,60021200367,2016-02-19,1994-12-23,"Not Guilty"
226023185262,63082022726,2015-03-30,1995-08-27,"Not Guilty"
233121601254,66512631020,2020-12-28,1996-01-06,"Not Guilty"
234507634843,66671523413,2017-02-15,1995-12-05,"Not Guilty"
234507634843,66713848862,2017-02-15,1995-12-05,"Not Guilty"
234507634843,66713894718,2017-02-15,1995-12-05,"Not Guilty"
234507634843,67186765818,2017-02-15,1995-12-05,"Not Guilty"
244940665159,68738683645,2016-04-27,1997-05-27,"Not Guilty"
258093120627,80596550119,2020-12-06,1999-11-14,"Not Guilty"
265269983561,337767947145,2013-06-06,2010-04-19,"Not Guilty"
265327167252,337873187562,2015-10-02,2010-04-22,"Not Guilty"
265560753342,338350415019,2011-11-10,2010-05-06,"Not Guilty"
265910151890,339051008954,2015-11-06,2010-05-27,"Not Guilty"
265910564768,339052201220,2015-11-06,2010-05-27,"Not Guilty"
265917377266,339064857584,2012-08-24,2010-05-31,"Not Guilty"
266002843144,339252226796,2011-09-16,2010-06-03,"Not Guilty"
266028338400,339308997008,2012-08-08,2010-02-16,"Not Guilty"
266028338400,339309776566,2013-01-18,2010-05-11,"Not Guilty"
266084283456,339425334671,2015-12-14,2010-06-09,"Not Guilty"
266146008812,339555383394,2015-01-30,2010-06-14,"Not Guilty"
266250776767,339771733845,2012-08-21,2010-06-19,"Not Guilty"
266300838302,339875690283,2013-10-21,2010-06-23,"Not Guilty"
266300838302,339876378128,2013-10-21,2010-06-23,"Not Guilty"
266535559807,340370205599,2015-11-06,2010-07-13,"Not Guilty"
266708555957,340735176612,2015-04-02,2010-07-22,"Not Guilty"
266852340943,341036682380,2015-01-09,2010-08-02,"Not Guilty"
267072611697,341511800443,2017-05-30,2012-03-07,"Not Guilty"
267072611697,341511846299,2017-04-24,2012-03-07,"Not Guilty"
267216706341,341815782456,2012-02-02,2010-08-24,"Not Guilty"
267247981898,341876633886,2013-07-29,2010-08-27,"Not Guilty"
267366581287,342114766123,2019-08-05,2010-09-01,"Not Guilty"
267412823695,342209734707,2014-07-22,2011-05-24,"Not Guilty"
267720315061,342826136310,2014-10-15,2010-09-28,"Not Guilty"
267927889796,343241090788,2012-11-30,2010-10-07,"Not Guilty"
268802779631,345009267353,2013-11-12,2010-12-12,"Not Guilty"
269268403516,345952670877,2017-06-29,2011-01-26,"Not Guilty"
269345715041,346113168244,2012-12-03,2011-01-28,"Not Guilty"
269985676930,347369862628,2012-05-22,2011-03-20,"Not Guilty"
270071142809,347527379330,2015-09-03,2011-03-25,"Not Guilty"
270073723300,347533386517,2012-08-02,2009-08-04,"Not Guilty"
270231133281,347843650856,2011-11-30,2011-04-12,"Not Guilty"
270326301807,348028864818,2022-08-31,2011-04-11,"Not Guilty"
270400826401,348178356651,2022-08-31,2011-04-19,"Not Guilty"
270435095328,348244985986,2014-09-04,2011-09-09,"Not Guilty"
270443868999,348264153958,2015-06-10,2014-03-12,"Not Guilty"
270717813976,348825848886,2013-04-04,2009-03-03,"Not Guilty"
271081353617,349583855023,2014-06-25,2013-11-04,"Not Guilty"
271126047730,349674146256,2019-09-30,2014-01-29,"Not Guilty"
271151542986,349724038009,2015-02-24,2012-09-15,"Not Guilty"
271170019305,349762970084,2014-01-14,2012-11-07,"Not Guilty"
271514256870,350466269547,2015-02-09,2011-04-12,"Not Guilty"
271674453781,350792904617,2022-11-16,2015-06-04,"Not Guilty"
271889563552,351240325420,2016-08-26,2011-08-05,"Not Guilty"
271926103312,351307000612,2016-12-21,2011-08-23,"Not Guilty"
272162476332,351789684979,2016-10-04,2012-01-25,"Not Guilty"
272162476332,351789914261,2016-10-04,2012-01-02,"Not Guilty"
272247838991,351956785667,2014-01-17,2011-09-02,"Not Guilty"
272406900486,352270626804,2011-11-10,2011-09-10,"Not Guilty"
272421970556,352297636218,2016-11-29,2011-09-13,"Not Guilty"
272587018792,352630140906,2016-02-05,2011-09-23,"Not Guilty"
272634086957,352717864181,2012-02-27,2011-09-26,"Not Guilty"
272940236467,353318170191,2014-08-14,2011-10-19,"Not Guilty"
273052023359,353531860971,2014-09-12,2012-01-05,"Not Guilty"
273074938123,353582165431,2013-04-01,2011-10-30,"Not Guilty"
273168042256,353778705921,2012-01-20,2011-11-06,"Not Guilty"
273273119870,353973962433,2012-11-28,2011-12-13,"Not Guilty"
273512795919,354439634079,2015-04-30,2013-05-11,"Not Guilty"
273723776904,354851516179,2014-09-05,2012-09-25,"Not Guilty"
273808210585,355005272657,2013-10-09,2011-12-22,"Not Guilty"
273808210585,355005685365,2013-10-09,2011-09-26,"Not Guilty"
273961904658,355290178412,2014-01-09,2012-01-03,"Not Guilty"
274084632834,355527714515,2012-06-05,2012-01-14,"Not Guilty"
274574100459,356480060035,2017-03-31,2012-01-14,"Not Guilty"
274574100459,356480197604,2017-03-31,2012-02-15,"Not Guilty"
274627361804,356577367296,2016-05-20,2012-02-21,"Not Guilty"
274876224403,357048266571,2015-02-13,2012-03-13,"Not Guilty"
274876224403,357048312427,2015-02-13,2012-03-12,"Not Guilty"
275083386260,357439421583,2014-12-16,2012-03-27,"Not Guilty"
275094121105,357460469666,2016-08-29,2012-03-26,"Not Guilty"
275144905177,357543790728,2013-07-23,2012-03-30,"Not Guilty"
275284458157,357802695909,2016-01-05,2012-01-15,"Not Guilty"
275284458157,357802741765,2015-02-18,2012-03-19,"Not Guilty"
275420811327,358074532592,2012-07-12,2012-04-24,"Not Guilty"
275442177797,358121306111,2014-03-04,2012-04-22,"Not Guilty"
276096900098,359393316529,2013-01-18,2012-06-08,"Not Guilty"
276452182166,360111381750,2017-07-25,2012-07-05,"Not Guilty"
276585438747,360379366496,2014-04-11,2012-07-14,"Not Guilty"
276821502108,360811150270,2019-08-30,2012-07-29,"Not Guilty"
277035579682,361232616356,2019-04-16,2012-09-17,"Not Guilty"
277120529462,361396782235,2016-02-12,2012-08-19,"Not Guilty"
277203414849,361566680162,2017-10-31,2012-08-25,"Not Guilty"
277288467849,361744006824,2016-03-22,2012-08-28,"Not Guilty"
277317679012,361791330619,2018-11-23,2014-11-05,"Not Guilty"
277597507509,362349953169,2016-01-21,2012-11-21,"Not Guilty"
278117321715,363416160107,2018-01-03,2012-10-29,"Not Guilty"
278346572579,363856335601,2018-09-13,2013-08-28,"Not Guilty"
278477455108,364108133041,2017-10-26,2012-11-23,"Not Guilty"
278628878348,364411931629,2014-09-25,2012-12-05,"Not Guilty"
278709183244,364567522362,2019-09-23,2013-05-09,"Not Guilty"
278759760877,364671432943,2015-10-08,2013-01-28,"Not Guilty"
278788765601,364737695428,2013-07-02,2012-12-16,"Not Guilty"
278880115000,364933456359,2015-12-23,2013-02-26,"Not Guilty"
279063020237,365294483722,2014-12-12,2013-02-12,"Not Guilty"
279063020237,365294667148,2014-12-12,2013-02-23,"Not Guilty"
279066529705,365304205277,2015-07-13,2013-02-05,"Not Guilty"
279082735192,365334470495,2016-10-18,2013-03-27,"Not Guilty"
279105030638,365389314738,2014-09-11,2013-01-18,"Not Guilty"
279184612996,365549399398,2014-10-16,2013-01-24,"Not Guilty"
279204224731,365588927606,2018-04-17,2013-01-16,"Not Guilty"
279417166889,366021536795,2016-11-18,2013-02-01,"Not Guilty"
279788344785,366762025791,2018-02-27,2013-02-28,"Not Guilty"
279788344785,366762117503,2018-02-27,2013-02-28,"Not Guilty"
279788344785,366762163360,2018-02-27,2013-02-28,"Not Guilty"
279994371226,369051222665,2020-12-14,2013-05-25,"Not Guilty"
280165715860,367564558482,2017-01-19,2013-12-19,"Not Guilty"
280322712963,367879912880,2015-04-16,2013-04-05,"Not Guilty"
280573536736,368402400595,2018-11-30,2014-06-11,"Not Guilty"
280709167368,368695468787,2014-11-07,2013-05-02,"Not Guilty"
280762841591,368805890976,2017-04-04,2013-08-01,"Not Guilty"
280893208021,369087540927,2015-07-24,2013-06-20,"Not Guilty"
280893208021,369143669149,2015-07-24,2013-06-19,"Not Guilty"
281109453208,369561283298,2019-11-06,2013-06-01,"Not Guilty"
281410132077,370191258392,2017-02-02,2013-06-26,"Not Guilty"
281568677474,370525964187,2017-04-24,2013-07-04,"Not Guilty"
281583128226,370574021684,2018-08-14,2014-10-08,"Not Guilty"
281661471948,370727411311,2017-01-30,2013-07-09,"Not Guilty"
281794522089,371028550228,2016-03-29,2013-07-21,"Not Guilty"
281877304256,371241094598,2017-01-18,2013-07-27,"Not Guilty"
282101910236,371672373952,2013-09-17,2013-08-10,"Not Guilty"
282331780418,372159139538,2015-08-26,2013-08-25,"Not Guilty"
282461217871,372526311657,2016-05-06,2013-09-04,"Not Guilty"
282621518002,372783566009,2014-03-27,2013-09-11,"Not Guilty"
282621518002,372783611865,2014-03-27,2013-09-23,"Not Guilty"
282829195957,373252264177,2014-12-11,2013-09-28,"Not Guilty"
283502704236,374699033300,2014-04-16,2013-11-16,"Not Guilty"
283656811188,375030666717,2013-12-19,2013-11-28,"Not Guilty"
283796880266,375316214461,2016-10-27,2014-02-22,"Not Guilty"
283915995753,375577183180,2013-12-23,2013-12-17,"Not Guilty"
284008377349,375782069533,2017-07-25,2013-12-27,"Not Guilty"
284071754220,375922160807,2021-04-29,2014-01-03,"Not Guilty"
284153607410,376094810117,2016-02-24,2014-05-16,"Not Guilty"
284214094130,376219768782,2018-08-23,2014-03-08,"Not Guilty"
284291921754,376392097097,2022-04-25,2014-01-22,"Not Guilty"
284581762558,377042340716,2016-05-17,2014-02-16,"Not Guilty"
284694478426,377279647537,2019-06-07,2015-05-19,"Not Guilty"
284770551315,377439594628,2017-01-19,2014-03-02,"Not Guilty"
285000524717,377932367401,2017-09-11,2014-03-19,"Not Guilty"
285005272821,377943097796,2016-09-08,2014-03-19,"Not Guilty"
285014665810,377965063008,2022-02-14,2014-03-19,"Not Guilty"
285015078689,377966255274,2015-12-29,2014-03-20,"Not Guilty"
285029013343,379130732456,2021-12-06,2014-04-28,"Not Guilty"
285152567276,378259140040,2016-10-07,2014-03-30,"Not Guilty"
285226575772,378425231887,2018-01-19,2014-04-05,"Not Guilty"
285264457387,378500161229,2017-03-22,2014-05-22,"Not Guilty"
285269411930,378511579471,2017-01-06,2014-04-09,"Not Guilty"
285292429915,378566286145,2021-04-21,2014-07-22,"Not Guilty"
285534376797,379081528549,2016-09-28,2014-04-28,"Not Guilty"
285586812384,379206578927,2016-10-20,1990-05-01,"Not Guilty"
285787368182,379639325685,2017-10-25,2014-10-30,"Not Guilty"
285897090681,379875990516,2018-07-11,2014-07-23,"Not Guilty"
286033959949,380692325982,2016-07-26,2014-06-20,"Not Guilty"
286349812108,381469637659,2017-10-12,2014-07-31,"Not Guilty"
286495248608,381162720837,2017-12-06,2014-07-08,"Not Guilty"
286630776021,381452441512,2017-12-05,2014-07-22,"Not Guilty"
286701481488,381612296890,2019-10-30,2014-07-22,"Not Guilty"
286789734297,381803563895,2015-06-05,2014-07-29,"Not Guilty"
287023526826,382310506293,2017-05-12,2014-08-13,"Not Guilty"
287106308993,382488337376,2017-04-20,2014-08-18,"Not Guilty"
287136449134,382551481626,2017-05-24,2014-08-21,"Not Guilty"
287154202915,382594907628,2015-01-30,2014-08-23,"Not Guilty"
287154202915,382594953484,2015-01-30,2014-08-23,"Not Guilty"
287154202915,382594999340,2015-01-30,2014-08-23,"Not Guilty"
287228830729,382759165219,2019-01-09,2014-08-28,"Not Guilty"
287229037168,382789889000,2017-09-18,2014-09-26,"Not Guilty"
287332153608,382974094121,2017-03-31,2014-09-09,"Not Guilty"
287427735013,383184070534,2022-10-04,2014-10-21,"Not Guilty"
287446933870,383227542392,2016-09-28,2014-10-16,"Not Guilty"
287536734974,383426696697,2017-12-05,2014-09-22,"Not Guilty"
287668752918,383714399691,2018-02-02,2014-09-23,"Not Guilty"
287697447984,383773921286,2014-12-10,2014-10-02,"Not Guilty"
287927214946,384309019508,2017-11-13,2014-10-26,"Not Guilty"
287954774595,384330617868,2018-12-04,2014-10-23,"Not Guilty"
288071825689,384590256752,2018-04-10,2014-11-03,"Not Guilty"
288096908066,384643771159,2017-12-08,2014-11-05,"Not Guilty"
288374362512,385238528545,2022-09-01,2015-05-21,"Not Guilty"
288428965711,385355416485,2018-03-06,2014-12-08,"Not Guilty"
288550352031,385622438247,2018-07-31,2014-12-14,"Not Guilty"
288682782854,385904638475,2016-10-28,2015-01-11,"Not Guilty"
288762468432,386076187232,2015-02-26,2015-01-04,"Not Guilty"
288841947570,386245947590,2015-08-12,2015-01-09,"Not Guilty"
289054992947,386725880574,2015-11-25,2015-11-05,"Not Guilty"
289245536439,387123272055,2018-06-11,2016-07-14,"Not Guilty"
289374767453,387401757915,2019-04-15,2015-05-11,"Not Guilty"
289495947333,387671622774,2016-02-25,2015-03-03,"Not Guilty"
289714153693,388148299954,2022-10-17,2015-04-09,"Not Guilty"
289868260645,388469340545,2017-10-27,2015-04-02,"Not Guilty"
289868260645,388762362881,2017-10-27,2015-04-16,"Not Guilty"
290002859081,388754934145,2019-03-15,2015-02-17,"Not Guilty"
290002859081,388755163427,2022-07-26,2015-04-13,"Not Guilty"
290359070127,389500467344,2018-10-18,2015-05-12,"Not Guilty"
290581405274,389987920776,2015-09-14,2015-05-31,"Not Guilty"
290663568123,390162908762,2016-12-14,2016-11-02,"Not Guilty"
290766374904,390396134365,2016-08-23,2015-06-14,"Not Guilty"
290819223369,390502108483,2019-06-28,2015-06-18,"Not Guilty"
290825622988,390514260427,2019-09-11,2015-09-15,"Not Guilty"
290854937372,390580201917,2019-01-04,2015-06-22,"Not Guilty"
290876510280,390625829025,2019-03-07,2015-06-23,"Not Guilty"
290913979017,390707086549,2018-05-15,2016-04-05,"Not Guilty"
290914701554,390708783236,2022-01-19,2015-08-27,"Not Guilty"
290918211023,390716991530,2017-03-17,2015-07-09,"Not Guilty"
290951963852,390791278882,2018-01-22,2015-06-30,"Not Guilty"
291116186330,391159092991,2019-12-27,2019-03-14,"Not Guilty"
291130946741,391193576997,2016-06-15,2015-07-29,"Not Guilty"
291270293282,391495082765,2018-12-17,2015-08-03,"Not Guilty"
291473429572,391930489194,2019-10-09,2015-09-28,"Not Guilty"
291566946584,392145922517,2016-08-25,2015-08-17,"Not Guilty"
291566946584,392180360666,2016-08-25,2015-08-19,"Not Guilty"
291582223093,392179947959,2015-10-19,2015-08-19,"Not Guilty"
291610402060,392243459060,2018-12-28,2015-08-21,"Not Guilty"
291707118881,392451555360,2018-01-22,2015-08-27,"Not Guilty"
291768947457,392588986963,2020-01-30,2015-10-30,"Not Guilty"
291768947457,392589032819,2020-01-31,2015-11-02,"Not Guilty"
291768947457,392589078676,2020-01-30,2015-11-03,"Not Guilty"
291785462603,392624617378,2019-02-19,2015-09-02,"Not Guilty"
291954742845,392971337548,2019-05-13,2016-08-30,"Not Guilty"
292092334651,393278804647,2019-01-18,2015-08-27,"Not Guilty"
292097598854,393291094159,2015-12-07,2015-09-24,"Not Guilty"
292171297691,393454893187,2018-02-23,2015-12-01,"Not Guilty"
292336139487,393799228824,2019-02-04,2015-10-12,"Not Guilty"
292359157471,393848891295,2016-06-30,2016-03-08,"Not Guilty"
292474144172,394085693696,2016-01-29,2015-10-22,"Not Guilty"
292675216069,394521971396,2018-05-08,2015-11-07,"Not Guilty"
292711859048,394600569249,2019-06-27,2015-11-11,"Not Guilty"
292741173431,394666327313,2019-07-22,2015-09-24,"Not Guilty"
292743650703,394676232294,2018-03-01,2017-07-15,"Not Guilty"
293071786001,395384530103,2019-09-18,2015-12-13,"Not Guilty"
293153742411,395565341851,2019-03-21,2016-01-21,"Not Guilty"
293311049172,395901469194,2018-03-16,2016-04-06,"Not Guilty"
293312391028,395904495716,2019-04-25,2016-01-07,"Not Guilty"
293618127660,396615544908,2021-06-24,2016-04-07,"Not Guilty"
293734456216,396867479918,2022-09-23,2015-11-30,"Not Guilty"
293756854882,396923287146,2019-08-22,2016-08-23,"Not Guilty"
293788440098,396995694386,2018-05-18,2016-03-29,"Not Guilty"
293975164462,397428762139,2017-09-18,2016-03-09,"Not Guilty"
294118639789,397746180075,2017-11-14,2016-08-23,"Not Guilty"
294174894504,397861692323,2020-03-16,2016-03-25,"Not Guilty"
294367089510,398288615319,2017-01-02,2016-04-12,"Not Guilty"
294367089510,398288752888,2017-01-27,2016-04-12,"Not Guilty"
294576212540,398744748836,2016-10-13,2016-04-30,"Not Guilty"
294776149021,399231101715,2019-04-17,2016-06-01,"Not Guilty"
294897328901,399458732838,2020-11-25,2016-06-02,"Not Guilty"
294948319413,399578647299,2019-10-30,2016-06-01,"Not Guilty"
294948319413,399648349013,2019-10-30,2016-06-03,"Not Guilty"
295027179233,399753268435,2022-03-21,2020-05-04,"Not Guilty"
295285847700,400317256183,2022-02-03,2017-04-25,"Not Guilty"
295428600489,400643432689,2019-02-07,2016-07-13,"Not Guilty"
295612228264,401042383287,2016-12-09,2016-10-01,"Not Guilty"
295851594654,401596420198,2017-10-13,2016-08-22,"Not Guilty"
296186852109,402380839616,2021-12-01,2016-09-22,"Not Guilty"
296501259192,403111652913,2017-02-21,2016-10-24,"Not Guilty"
296548533796,403221066261,2022-12-15,2016-10-30,"Not Guilty"
296821446576,403861267330,2019-05-07,2017-01-03,"Not Guilty"
296868101862,403960913267,2020-01-09,2016-11-30,"Not Guilty"
297015189877,404284980379,2018-11-20,2017-02-22,"Not Guilty"
297447267373,405228704897,2017-07-05,2017-01-26,"Not Guilty"
297486387624,405317803864,2018-12-18,2017-01-30,"Not Guilty"
297613038146,405589640548,2022-11-07,2017-02-09,"Not Guilty"
297687872399,405754356703,2022-04-13,2017-02-15,"Not Guilty"
297691691527,405762473284,2020-02-28,2017-02-16,"Not Guilty"
297707484134,405798745689,2019-05-13,2017-03-08,"Not Guilty"
297707484134,406271846071,2019-05-13,2017-03-08,"Not Guilty"
298014665841,406453850085,2022-10-12,2017-02-21,"Not Guilty"
298014665841,406454171080,2022-10-12,2017-03-17,"Not Guilty"
298177030366,406808916117,2020-06-17,2017-04-04,"Not Guilty"
298283449835,407040261608,2020-01-30,2017-04-12,"Not Guilty"
298519822856,407564491865,2022-07-29,2017-09-27,"Not Guilty"
298651634361,407850085466,2019-08-22,2017-05-12,"Not Guilty"
298771782045,408234499588,2021-09-08,2017-05-28,"Not Guilty"
298890691093,408385229544,2018-02-13,2017-06-03,"Not Guilty"
298905245065,408420309683,2021-10-14,2020-11-04,"Not Guilty"
299005368135,408638723671,2019-03-28,2017-07-17,"Not Guilty"
299142030964,408942017839,2017-11-20,2017-01-26,"Not Guilty"
299252579219,409192210306,2019-09-23,2018-03-14,"Not Guilty"
299267649290,409227061162,2019-06-03,2017-07-20,"Not Guilty"
299308524275,409315426427,2019-03-12,2017-07-11,"Not Guilty"
299359824446,416995821575,2022-10-25,2018-05-25,"Not Guilty"
299402763824,409524898419,2022-07-05,2017-07-19,"Not Guilty"
299691778871,419135068053,2022-01-26,2018-09-14,"Not Guilty"
299713351780,410215816656,2017-09-19,2017-08-16,"Not Guilty"
300460352457,411875497001,2019-10-03,2017-10-27,"Not Guilty"
300527858114,412032692708,2019-05-21,2017-10-27,"Not Guilty"
300779920523,412599248414,2022-07-21,2017-11-21,"Not Guilty"
300805931877,412676837427,2018-02-28,2017-12-19,"Not Guilty"
301309334157,413747400722,2021-10-08,2018-01-13,"Not Guilty"
301309334157,413747446578,2021-09-10,2018-01-12,"Not Guilty"
302080178575,415436704295,2019-01-16,2018-03-23,"Not Guilty"
302162960742,415625174060,2022-11-18,2018-04-24,"Not Guilty"
302801890435,417036037630,2019-11-19,2018-06-07,"Not Guilty"
302801890435,417036129342,2019-11-19,2018-06-13,"Not Guilty"
302848339282,417138664232,2022-04-22,2018-10-31,"Not Guilty"
302851539091,417146734957,2019-11-19,2018-06-04,"Not Guilty"
302851539091,417146826669,2019-11-19,2018-05-30,"Not Guilty"
303365160118,418226423673,2022-02-03,2019-04-24,"Not Guilty"
303459709326,418438968043,2021-06-22,2018-07-22,"Not Guilty"
303842654263,419250121737,2022-11-10,2019-01-16,"Not Guilty"
303916765979,419402777661,2022-06-10,2019-01-08,"Not Guilty"
303947628657,419470966114,2018-10-15,2018-09-24,"Not Guilty"
304458153093,420554048203,2022-11-15,2018-10-11,"Not Guilty"
304482512933,420607791893,2021-09-14,2018-10-15,"Not Guilty"
304904165243,421489931279,2021-12-15,2018-12-01,"Not Guilty"
305003359335,421696147467,2022-01-25,2018-12-03,"Not Guilty"
305474763521,422645328896,2020-09-11,2019-01-12,"Not Guilty"
305815078739,423372473682,2022-11-06,2020-03-10,"Not Guilty"
306065489633,423899913887,2019-07-30,2019-05-09,"Not Guilty"
306317448822,424403600481,2022-02-10,2019-04-05,"Not Guilty"
306955965637,425731922547,2022-09-29,2019-05-25,"Not Guilty"
